col1
"95,301st"
"392,596th"
"221,352nd"
"57,651st"
"910,449th"
"18,842nd"
"910,449th"
"910,449th"
"21,220th"
"83,786th"
"910,449th"
"37,222nd"
"93,094th"
"910,449th"
"910,449th"
"392,596th"
"29,299th"
"333,645th"
"910,449th"
"85,517th"
"910,449th"
"910,449th"
"910,449th"
"132,680th"
"98,762nd"
"116,278th"
"171,956th"
"22,488th"
"13,061st"
"58,309th"
"392,596th"
"132,680th"
"910,449th"
99th
"910,449th"
"140,381st"
"910,449th"
"488,329th"
"22,488th"
"910,449th"
"910,449th"
"910,449th"
"102,560th"
"910,449th"
"221,352nd"
"10,068th"
"108,192nd"
"910,449th"
"146,131st"
"7,014th"
"910,449th"
"176,670th"
"488,329th"
"910,449th"
"910,449th"
"221,352nd"
"910,449th"
"109,679th"
"70,905th"
"29,299th"
"239,746th"
"333,645th"
"910,449th"
"221,352nd"
"221,352nd"
"75,802nd"
"910,449th"
"22,065th"
"910,449th"
"910,449th"
"1,132nd"
"62,581st"
"333,645th"
"62,972nd"
"910,449th"
"910,449th"
"205,929th"
"910,449th"
"21,220th"
"51,489th"
"910,449th"
"84,643rd"
"910,449th"
"20,363rd"
"910,449th"
"910,449th"
"24,637th"
"13,087th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"192,856th"
"171,956th"
"25,494th"
"910,449th"
"910,449th"
"333,645th"
"910,449th"
"181,750th"
"910,449th"
"59,358th"
"125,994th"
"910,449th"
"910,449th"
"910,449th"
"42,324th"
"910,449th"
"910,449th"
"276,770th"
"677,372nd"
"910,449th"
"181,750th"
"102,560th"
"123,952nd"
"910,449th"
"910,449th"
"910,449th"
"4,100th"
"910,449th"
"433,972nd"
"213,279th"
"50,958th"
"176,670th"
"392,596th"
"433,972nd"
"910,449th"
"910,449th"
"118,113th"
"677,372nd"
236th
"6,348th"
"910,449th"
"97,582nd"
"910,449th"
"910,449th"
"910,449th"
"392,596th"
"488,329th"
"910,449th"
"66,648th"
"910,449th"
"74,531st"
"63,837th"
"192,856th"
"333,645th"
"910,449th"
"392,596th"
"910,449th"
"9,881st"
"910,449th"
"333,645th"
"910,449th"
"910,449th"
"132,680th"
"910,449th"
"910,449th"
"58,309th"
"910,449th"
"35,567th"
"910,449th"
"910,449th"
"910,449th"
"176,670th"
"213,279th"
"39,936th"
"1,798th"
"910,449th"
"112,882nd"
"1,128th"
"50,696th"
"910,449th"
"910,449th"
"128,130th"
"910,449th"
"910,449th"
"239,746th"
"910,449th"
"3,296th"
"48,733rd"
"910,449th"
"360,252nd"
"910,449th"
"44,268th"
"910,449th"
"25,362nd"
"80,683rd"
"910,449th"
"910,449th"
"199,170th"
"910,449th"
"564,601st"
"910,449th"
"360,252nd"
"910,449th"
"392,596th"
"488,329th"
"910,449th"
"910,449th"
"33,510th"
"910,449th"
"70,905th"
"176,670th"
"910,449th"
"910,449th"
"4,921st"
"910,449th"
"155,929th"
"910,449th"
"34,283rd"
"176,670th"
"52,023rd"
"910,449th"
"910,449th"
"119,936th"
"910,449th"
"239,746th"
"392,596th"
"262,848th"
"910,449th"
"910,449th"
"910,449th"
"433,972nd"
"230,139th"
"114,549th"
"187,133rd"
"910,449th"
"392,596th"
"910,449th"
"230,139th"
"910,449th"
"910,449th"
"910,449th"
"21,177th"
"910,449th"
"910,449th"
"77,801st"
"910,449th"
"910,449th"
"910,449th"
237th
"910,449th"
"111,237th"
"6,159th"
"230,139th"
"13,236th"
"199,170th"
"910,449th"
"910,449th"
"89,146th"
"910,449th"
"910,449th"
"221,352nd"
"109,679th"
"128,130th"
"118,113th"
"910,449th"
"910,449th"
"205,929th"
"910,449th"
"910,449th"
"149,245th"
"61,709th"
"250,569th"
449th
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"292,795th"
"333,645th"
"910,449th"
"6,198th"
"360,252nd"
"146,131st"
"230,139th"
"910,449th"
"121,952nd"
"146,131st"
"360,252nd"
"910,449th"
"32,985th"
"910,449th"
"910,449th"
"910,449th"
"53,488th"
"43,680th"
"910,449th"
"910,449th"
"910,449th"
"392,596th"
"65,686th"
"250,569th"
"276,770th"
"910,449th"
"910,449th"
"250,569th"
"910,449th"
"9,466th"
"163,381st"
"910,449th"
"276,770th"
"910,449th"
"910,449th"
"80,683rd"
"910,449th"
"910,449th"
"100,027th"
"910,449th"
"239,746th"
"910,449th"
"192,856th"
"910,449th"
"159,537th"
"910,449th"
"2,908th"
"910,449th"
"276,770th"
"910,449th"
"910,449th"
"63,837th"
"1,705th"
"30,628th"
"910,449th"
"45,300th"
"360,252nd"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"55,879th"
"910,449th"
"910,449th"
"910,449th"
"21,913th"
"130,359th"
"910,449th"
"910,449th"
"910,449th"
"109,679th"
"910,449th"
"910,449th"
"333,645th"
"910,449th"
"213,279th"
"910,449th"
"17,550th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"230,139th"
"910,449th"
"4,221st"
"119,936th"
"199,170th"
"910,449th"
"910,449th"
"137,592nd"
"910,449th"
"488,329th"
"128,130th"
"360,252nd"
"910,449th"
"181,750th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"135,095th"
"213,279th"
"910,449th"
"143,124th"
"910,449th"
"33,510th"
"910,449th"
"28,460th"
"910,449th"
"910,449th"
"910,449th"
"78,513th"
"392,596th"
"910,449th"
"64,738th"
"1,162nd"
"910,449th"
"392,596th"
"250,569th"
"70,329th"
"910,449th"
"49,438th"
"171,956th"
"53,488th"
"910,449th"
"910,449th"
"77,128th"
"910,449th"
"910,449th"
"92,073rd"
"910,449th"
"230,139th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"152,539th"
"910,449th"
"61,709th"
"7,014th"
"910,449th"
"910,449th"
"488,329th"
"176,670th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"3,264th"
"910,449th"
"16,705th"
"96,458th"
"159,537th"
"140,381st"
"910,449th"
"53,769th"
"910,449th"
"123,952nd"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"108,192nd"
"42,533rd"
"910,449th"
"910,449th"
"187,133rd"
"311,353rd"
"910,449th"
"213,279th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"276,770th"
"292,795th"
"910,449th"
"488,329th"
"292,795th"
"6,619th"
"230,139th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"292,795th"
"910,449th"
93rd
"41,771st"
6th
"16,922nd"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"23,480th"
"53,769th"
"910,449th"
119th
"910,449th"
"910,449th"
"176,670th"
"910,449th"
"910,449th"
"25,276th"
"910,449th"
"80,683rd"
"159,537th"
"910,449th"
"910,449th"
"4,405th"
"910,449th"
"72,061st"
"13,316th"
"70,905th"
"910,449th"
"239,746th"
"910,449th"
"910,449th"
"23,421st"
"8,236th"
"910,449th"
"311,353rd"
"910,449th"
"910,449th"
"13,670th"
"910,449th"
"15,759th"
"80,683rd"
"910,449th"
"199,170th"
"82,224th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"176,670th"
"98,762nd"
"910,449th"
"57,303rd"
"910,449th"
"910,449th"
"31,691st"
"128,130th"
"910,449th"
"910,449th"
"78,513th"
"135,095th"
"36,514th"
"71,470th"
"910,449th"
"152,539th"
"123,952nd"
"213,279th"
"910,449th"
"910,449th"
"360,252nd"
"250,569th"
"119,936th"
"910,449th"
"34,748th"
"135,095th"
"100,027th"
"149,245th"
"910,449th"
"75,802nd"
"176,670th"
"910,449th"
"65,686th"
"910,449th"
"181,750th"
"910,449th"
"155,929th"
"910,449th"
"677,372nd"
"199,170th"
"910,449th"
"910,449th"
"105,334th"
"910,449th"
"6,593rd"
"137,592nd"
"677,372nd"
"292,795th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"51,760th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"910,449th"
"146,131st"
"910,449th"
"910,449th"
